교차로코드,교차로명칭,X좌표,Y좌표
1609,성락빌딩앞,37.50299427,126.90046687
1610,신길대성유니드,37.50097780,126.90282090
1713,논현지구대(연등),37.51280302,127.02692391
1535,고척시장,37.50338700,126.86208638
1611,대영중고,37.50232898,126.90433225
1612,대영중고(연등),37.50161156,126.90478362
1613,대영초교,37.50022322,126.90576956
1614,신길광장공원,37.49965008,126.90537711
1617,대림시장,37.49061332,126.90779687
1618,평강교회(연등),37.49431481,126.90886372
1619,평강교회,37.49579121,126.90845526
1620,썬프라자(연등),37.49789166,126.90818731
1621,신풍역(연등),37.50189733,126.91016765
1622,수녀원,37.50383118,126.91015422
1623,사러가시장앞,37.50584865,126.91101740
1625,신길터널입구,37.50528394,126.91276897
1626,한성아파트,37.50417343,126.91839678
1627,한성아파트101동앞,37.50412957,126.92033041
1628,대방대림아파트,37.50964447,126.92417633
1629,성남고교입구,37.50612018,126.92273812
1630,신길우성2차아파트,37.49913264,126.91101982
1631,대길초교,37.49859493,126.91370538
1632,기상청입구(연등)1,37.49746700,126.91891274
1633,기상청입구,37.49719558,126.91756091
1634,경남교수아파트,37.49659420,126.91428207
1635,대림우성아파트,37.49440403,126.91088827
1636,범한택시(연등)2,37.49986178,126.92252136
1637,범한택시,37.49982921,126.92407747
1638,범한택시(연등),37.49987626,126.92254139
1639,보라매삼성아파트,37.49490001,126.92735067
1640,신대방삼거리역(연등)2,37.49852937,126.92812736
1641,성대시장(연등),37.49977827,126.93051587
1642,성대시장,37.50048024,126.93195033
1643,동광교회,37.50213099,126.93457439
1644,영화초교,37.50879931,126.93213227
1645,국민은행상도,37.50425628,126.93789635
1646,노량진초교,37.51010579,126.94019567
1647,동작등기소,37.50519055,126.94149914
1648,서울도시가스,37.50524570,126.94456112
1649,대림쇼핑센터,37.50482482,126.94624503
1650,상도지구대,37.50416750,126.93928839
1651,상도지구대(연등),37.50275483,126.93995194
1653,상도아이파크아파트,37.50067902,126.94168270
1654,신상도초교정문,37.49979512,126.94297829
1656,신상도지하차도앞,37.50170094,126.94573199
1657,대림쇼핑센터(연등),37.50444422,126.94661265
1551,동부주유소,37.55163063,127.04728895
1563,온수역8번출구,37.49295880,126.82477190
1658,상도건영아파트,37.50717567,126.94810519
1659,강남초교(연등),37.50476582,126.95077046
1660,강남초교,37.50487513,126.95198082
1661,강남초교정문,37.50596893,126.95216277
1662,궁전빌라,37.50133421,126.94922960
1663,숭실의원,37.49881493,126.95141388
1664,상도1동주민센터입구,37.49755314,126.95251267
1665,관악현대아파트(연등),37.49237745,126.95648228
1667,숭실대후문,37.49493003,126.95890460
1668,상현중,37.49472960,126.96083921
1669,중대부속초교,37.50561841,126.96101428
1670,은로초교,37.50271218,126.96062908
1672,길성그랑프리텔,37.49994868,126.91859042
1673,영진시장,37.50002086,126.91626941
7474,마포대교북단램프3,37.53691246,126.94135634
981,우신초교앞(연등)1,37.51181889,126.90993083
982,신풍역,37.50014690,126.90887855
983,신도림역,37.51024515,126.89037399
984,르네상스호텔,37.50262775,127.04275825
985,성동교,37.55148995,127.04411333
987,당고개노인복지관,37.67043587,127.08129897
988,원남동사거리(연등),37.57699981,126.99718886
989,서래마을입구,37.49991950,126.99797620
990,방배신동아아파트,37.48230001,127.00218210
991,서울고교(연등)2,37.48146838,127.00505764
992,래미안아트힐(연등),37.47821703,127.00665788
994,올바로병원,37.48610628,127.00412540
995,효령아파트(연등)2,37.48103472,126.99627660
996,방배그랑자이,37.47700503,127.00061008
997,방배3치안센터(연등)1,37.47973944,126.99884503
998,e편한세상아파트입구,37.48328773,126.99650490
1000,방배래미안타워,37.47436863,126.99118692
1001,대항병원,37.47544355,126.98745569
1002,평화약국,37.47666546,126.97768993
1003,방배우성아파트,37.47323944,126.98241513
1004,방배래미안아파트,37.47192652,126.98312708
1006,수도방위사령부,37.46791862,126.98665067
1007,그린자원,37.47373099,126.99394061
1008,KEB하나은행방배동,37.48552526,126.99501742
1009,남성초교,37.48386542,126.97748304
1010,반포대교남단,37.50972033,126.99881428
1011,이수자이아파트앞,37.48441702,126.97934416
1534,고척중,37.50064413,126.86360204
1585,소천지,37.49725864,126.86209946
1601,약산약국,37.51157502,126.91455164
1012,범진여객,37.48330482,126.97452985
1013,국민은행남성,37.48407826,126.97242231
1014,국민은행남성(연등)2,37.48441653,126.97190133
1015,남성역,37.48598304,126.96879326
1016,남성역(연등)1,37.48683719,126.96780264
1017,이수초교,37.47828640,126.98265791
1018,동작고,37.48129558,126.96594439
1019,사당5치안센터(연등),37.48837041,126.96620551
1020,동양시스템,37.50710676,127.12963541
1021,함지박사거리,37.49283613,126.99045550
1022,방배열린문화센터,37.48895448,126.99289538
1023,동국한방병원,37.49010907,126.99216141
1024,동국한방병원(연등),37.49106192,126.99156456
1025,서울성모병원정문,37.49973374,127.00404632
1026,서초경찰서,37.49557104,127.00580834
1027,서울성모병원정문(연등),37.49900102,127.00422666
1028,서초경찰서(연등),37.49409320,127.00653429
1029,효령아파트(연등)1,37.48016561,126.99360437
1030,효령아파트,37.48058692,126.99490933
1031,서울메트로뒤,37.47721374,126.98667943
1032,서초3동우체국,37.49014772,127.00847011
1034,효창운동장,37.54363519,126.96237494
1035,방배초교입구,37.48580067,126.98600212
1036,정금마을,37.49377780,126.98273015
1037,경문고교,37.49089456,126.98263244
1038,서래초교앞,37.49674550,126.98791048
1039,유경약국,37.49404559,126.98621000
1040,뒷벌어린이공원,37.49142597,126.98682334
1041,서초중앙국민은행,37.48672224,127.01523299
1042,교대부속초등학교,37.49018353,127.01429135
1043,법원후문,37.49555901,127.01322467
1044,사법연수원,37.49845338,127.01257455
1045,디에이치라클라스정문,37.50015092,127.01223124
1046,궁전가든,37.50260905,127.01149134
1047,뉴코아아울렛(연등),37.50976527,127.00769517
1048,뉴코아백화점,37.51082066,127.00708534
1049,반포3동주민센터,37.51278118,127.00606787
1050,아크로리버뷰아파트,37.51502034,127.00826294
1052,이수교KCC 스위첸2차아파트,37.49724560,126.98328687
1053,사당삼성생명,37.48009605,126.98184706
1051,신동초교,37.51709310,127.01049810
1054,잠원청구빌라트앞,37.51880731,127.01221832
1055,방배경찰서,37.48141358,126.98192823
1056,방배경찰서(연등),37.48285099,126.98200032
1057,이수역(연등),37.48560842,126.98416275
1058,로고스교회,37.48751613,126.98524009
1059,사당극동아파트입구,37.48685457,126.97407213
1060,사당5치안센터,37.48937838,126.96573139
1062,한남대교남단(연등)2,37.52209141,127.01886001
1063,잠원동주민센터,37.51523586,127.01379384
1064,내방역(연등),37.48711371,126.99174748
1065,하이웨이빌딩,37.51508262,127.01622767
1067,매일상가,37.51377086,127.01331076
1068,경원중학교,37.51200687,127.00965377
1069,기린한방병원,37.51064715,127.01981022
1070,주홍교,37.50967410,127.01654582
1071,반포자이,37.50856729,127.01300728
1072,반포역,37.50812082,127.01158833
1073,시청역2호선(연등),37.56344896,126.97502707
1074,시청역2호선,37.56292680,126.97350925
1076,반포르엘107동,37.50837285,127.00329898
1077,전원마을입구,37.46614954,126.98789498
7468,419민주묘지역,37.64945121,127.01372743
1079,계성초교입구,37.50402076,126.99807525
1080,신반포역,37.50322853,126.99513758
1081,반포교회,37.50188745,126.98958287
1082,시청뒤(연등),37.56814822,126.97921922
1083,반포주공66동,37.50317781,126.98604832
1084,서초소방서(연등),37.49821880,126.99095494
1085,서초소방서,37.49821992,126.99221505
7476,복선교(연등),37.60131154,127.02259645
1087,북가좌초교사거리(연등),37.57853473,126.90876632
1088,가좌전화국(연등),37.58545766,126.91532142
1089,응암대림시장(연등)2,37.58741061,126.91656723
1090,응암오거리(연등),37.58913942,126.91846576
1092,충암고교(연등)1,37.58632847,126.92198530
1093,응암푸르지오(연등)2,37.59883791,126.92581399
1094,시립은평병원,37.59291801,126.92303349
1095,백련산힐스테이트310동(연등),37.58773029,126.92266819
7478,서울드래곤시티,37.53237843,126.96145704
1097,프랑스학교,37.49611284,126.99819249
1099,대법원,37.49112254,127.00541402
1103,남부터미널(연등)1,37.48468965,127.01456841
1104,서초해링턴플레이스,37.48543847,127.01823778
1106,디월트고객체험센터,37.48636915,127.02117158
999,도구로입구,37.47882539,126.98968747
1061,한신종합상가,37.51989404,127.01402625
1107,한국상담대학원대학,37.48710870,127.02359582
1108,무지개아파트(연등)2,37.48804360,127.02673815
1109,무지개아파트,37.48850370,127.02823373
1110,서초문화예술정보학교,37.48902925,127.02991962
1111,중림삼성아파트,37.55901526,126.96503453
1112,무지개아파트(연등)1,37.48969611,127.02764522
1113,만리시장(연등),37.55147564,126.96236835
1114,STX빌딩,37.55365269,126.97419166
1115,서이초교,37.49199458,127.02658426
1116,래미안서초에스티지아파트,37.49318398,127.02603501
1118,유니세프앞,37.58110538,126.97368897
1119,진흥아파트,37.49690933,127.02422321
1120,서초초교,37.49846355,127.02349523
1121,서초초교(연등),37.49917355,127.02313718
1122,서초푸르지오써밋,37.50168225,127.02194736
1123,서초롯데캐슬아파트,37.50093250,127.02230617
1124,서초롯데캐슬아파트(연등),37.49993508,127.02277019
1126,서원초교,37.50188195,127.01542097
1127,서초아르누보호텔,37.49579710,127.02056957
1128,인재개발원,37.48296457,127.02282094
1129,서초IC,37.48366214,127.02803803
1130,한전아트센터,37.48617689,127.02933167
1131,외교센터앞,37.48394210,127.02985116
1132,서초구민회관,37.48232009,127.03631354
1133,영동1교,37.47371041,127.03868409
1134,영동1교(연등),37.47182562,127.03862722
1135,시민의숲,37.46975944,127.03911072
1136,교육연구정보원(연등)1,37.55524486,126.98086159
1137,남산도서관,37.55224050,126.98154919
1138,청계산입구삼거리,37.46316732,127.04577241
1139,염곡치안센터,37.46135359,127.05003568
1140,탑성마을,37.45879992,127.05600089
1141,내곡파출소,37.45533773,127.06499091
1142,어린이병원,37.45645967,127.06895239
1143,샘마을,37.45735209,127.07184520
1144,서울연희초교,37.56987478,126.93331896
1146,헌인릉입구(연등),37.46008547,127.07997523
1148,헌인릉입구,37.46064357,127.08172624
1149,헌릉IC교차로,37.46340485,127.09015748
1150,5163부대,37.45898674,127.08001327
1151,하나로마트양재,37.46227250,127.04586364
1152,대일농원,37.46004323,127.04663277
1005,경찰특경대,37.46271578,126.98793830
1066,신동초교정문,37.51625778,127.01197643
1105,신세계백화점,37.55952079,126.98014365
1153,세원마을입구,37.45454828,127.05067298
1154,본마을입구,37.45320116,127.05141201
1155,청계산입구,37.44492165,127.05756479
1156,새정이마을,37.43482405,127.06598500
1157,양재IC,37.46478707,127.04177065
1158,트럭터미널(연등),37.46154545,127.03728890
1159,트럭터미널,37.46068537,127.03604030
1161,을지로4가(연등)5,37.56651809,126.99557280
1162,어린이교통안전교육장,37.47054468,127.03194220
1163,홍익지구대(연등),37.55284022,126.91218137
1164,교육문화회관(연등),37.46903822,127.03332907
1165,홍익지구대,37.55186615,126.91248740
1166,메세나폴리스몰,37.55045227,126.91288908
1167,교육문화회관,37.46758151,127.03474423
1168,애오개역,37.55251048,126.95623678
